"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050851","BP","GO:0050851","antigen receptor-mediated signaling pathway","31/1665","208/18888",0.00265150195943704,0.0467096916177565,0.0394879429990258,"FYN/PRKCH/MEF2C/CYLD/NFATC2/CSK/PLEKHA1/NFKB1/LPXN/EIF2B1/CBLB/SOS1/RAB29/NCKAP1L/RFTN1/PTPN22/TESPA1/CMTM3/SLC39A6/CD8A/SPPL3/ERMAP/BTNL9/PIK3CD/BCL2/MALT1/PTPN2/PAWR/UBE2N/CARD11/PLCL2",31
"GO:0072080","BP","GO:0072080","nephron tubule development","18/1665","100/18888",0.00266570674331002,0.0468184819886769,0.0395799133764136,"MEF2C/JAG1/CALB1/LZTS2/FGF1/SOX9/BMP2/SIX1/MYC/SMAD4/OSR1/KLHL3/NOTCH1/DCHS1/BCL2/MAGED1/NOG/PBX1",18
"GO:0001893","BP","GO:0001893","maternal placenta development","9/1665","35/18888",0.00269036680576666,0.0468485148222912,0.0396053028572854,"PTGS2/TMED2/PTN/CYP27B1/PPARD/STC1/DCAF13/JUNB/NR2F2",9
"GO:0010721","BP","GO:0010721","negative regulation of cell development","40/1665","288/18888",0.00269692275061669,0.0468485148222912,0.0396053028572854,"TMEM98/RUFY3/SNAI2/RNF10/KDM4A/CBFB/MAP2/GSK3B/SMAD7/CDK6/PTN/SEMA5A/WNT5A/IL1A/LOXL3/BCL11A/INHBA/IL1B/NR1D1/FGF13/EPHB2/LRP4/EPHA7/APPL2/HLX/TLR4/MYC/MBD1/DUSP10/NOTCH1/UBASH3B/NPR2/RYK/TNFRSF11B/SOCS5/TRIB1/PTPN2/NOG/S1PR3/NFATC4",40
"GO:0030832","BP","GO:0030832","regulation of actin filament length","25/1665","157/18888",0.00269955427547416,0.0468485148222912,0.0396053028572854,"TENM1/TMSB10/CAPG/CYFIP2/PFN2/SH3BP1/PIK3R2/CSF3/ARPC3/SEMA5A/NCKAP1L/HIP1R/FHOD3/SPTBN5/SLIT2/ARHGAP18/ADD3/CYRIB/NCK1/TMSB15B/CDC42EP5/PRKCE/HCLS1/KIRREL1/TWF2",25
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","25/1665","157/18888",0.00269955427547416,0.0468485148222912,0.0396053028572854,"SNAI2/GSK3B/CYLD/ICAM1/ITGA6/SRPX/IL7/SERPINE1/EYA4/IL1A/HTRA2/TNFAIP3/INHBA/G0S2/IL1B/SKIL/TLR4/PMAIP1/ITPRIP/EYA3/GPER1/AR/BCL2/TNFSF12/C8orf44-SGK3",25
"GO:0007163","BP","GO:0007163","establishment or maintenance of cell polarity","33/1665","226/18888",0.00275784454009118,0.0477180757070375,0.040340421618763,"CYP26B1/RUFY3/SDCCAG8/ROCK1/CAMSAP3/GSK3B/RAB10/SLC9A1/SH3BP1/FERMT1/LAMA1/PDLIM1/PTK7/WWC1/AMOTL2/WNT5A/NCKAP1L/AMOT/RHOJ/PLEKHG3/FGF13/CAP1/ROCK2/ACTR2/MSN/DLG5/CYRIB/GPSM1/PTK2/PARD6G/SCRIB/SHTN1/DCTN1",33
"GO:0048041","BP","GO:0048041","focal adhesion assembly","16/1665","85/18888",0.00281952379302994,0.0486371589219733,0.0411174061019778,"EPHA3/GPM6B/ROCK1/TESK2/CAMSAP3/SLC9A1/SORBS1/CORO2B/CORO1C/KDR/ROCK2/CDH11/PTK2/BCL2/PEAK1/BCR",16
"GO:0003177","BP","GO:0003177","pulmonary valve development","7/1665","23/18888",0.00282764480784581,0.0486371589219733,0.0411174061019778,"JAG1/SLIT2/NOTCH1/TBX20/ROBO1/SMAD2/ROBO2",7
"GO:0060479","BP","GO:0060479","lung cell differentiation","8/1665","29/18888",0.0028548935837435,0.0488178430698192,0.0412701548160852,"AGR2/LTA4H/SOX9/THRA/FOXA1/GATA6/THRB/PPP3R1",8
"GO:0060487","BP","GO:0060487","lung epithelial cell differentiation","8/1665","29/18888",0.0028548935837435,0.0488178430698192,0.0412701548160852,"AGR2/LTA4H/SOX9/THRA/FOXA1/GATA6/THRB/PPP3R1",8
"GO:0043410","BP","GO:0043410","positive regulation of MAPK cascade","60/1665","475/18888",0.00291425324023644,0.0496871656252009,0.0420050720961135,"TENM1/ARHGEF5/ROCK1/MAP2K7/EDN1/MEF2C/NOX4/ERP29/ICAM1/DDT/RASSF2/TGFB1/PIK3CG/NOD1/DKK1/GCNT2/SASH1/FGF1/WWC1/WNT5A/IL1A/DOK1/INHBA/NRK/IL1B/BMP2/KDR/AKAP12/PTPN22/ROCK2/TAOK3/TLR4/PELI2/ARRB2/IGFBP3/HTR2C/NOTCH1/ADAM8/ANGPT1/TNIK/XDH/FGFR4/RYK/BMPER/GPER1/AR/EFNA1/ROBO1/KISS1/PDGFD/PRKCE/MYD88/CSPG4/SPHK1/ERN1/PTPN11/PLCB1/GAS6/DOK6/TLR9",60
"GO:0001662","BP","GO:0001662","behavioral fear response","10/1665","42/18888",0.0029473860680439,0.0499599074498952,0.0422356455221835,"MEF2C/USP46/ASIC1/EPHB2/LARGE1/HTR2C/LYPD1/UCN/NPAS2/BCL2",10
"GO:0051154","BP","GO:0051154","negative regulation of striated muscle cell differentiation","10/1665","42/18888",0.0029473860680439,0.0499599074498952,0.0422356455221835,"CTDP1/YBX1/DKK1/HDAC5/SOX6/RGS4/BHLHE41/BMP2/SMAD4/NOTCH1",10
"GO:0098984","CC","GO:0098984","neuron to neuron synapse","60/1753","360/19894",1.10285573584591e-06,0.000737810487280916,0.000688414159322765,"FYN/RNF10/RNF19A/SYT1/CHMP2B/LZTS3/RPL6/RPLP0/NTSR1/ZDHHC2/CALB1/GRIN2D/CPEB3/GIT1/MPP2/CPEB4/DBN1/KPNA1/STRN/FLRT3/HIP1R/SYT11/DCLK1/EPHB2/LRP4/ARHGAP32/DTNB/RTN1/CACNG8/IGSF11/TMEM108/MAL2/ADD3/DLG5/SPOCK1/TNIK/SORCS3/KALRN/SHANK1/SHANK2/DISC1/PDLIM5/GPER1/PRRT2/PCBP1/CTNND2/SYNPO/SLITRK1/SCRIB/SYN3/RGS7BP/BCR/DAPK1/SCN8A/ARC/INSYN2B/CPEB1/PPP3R1/SRCIN1/CLSTN3",60
"GO:0014069","CC","GO:0014069","postsynaptic density","53/1753","313/19894",2.83524941200612e-06,0.000948390928316049,0.000884896263852438,"FYN/RNF10/CHMP2B/LZTS3/RPL6/RPLP0/ZDHHC2/GRIN2D/CPEB3/GIT1/MPP2/CPEB4/DBN1/KPNA1/STRN/FLRT3/HIP1R/SYT11/DCLK1/LRP4/ARHGAP32/DTNB/RTN1/CACNG8/IGSF11/TMEM108/ADD3/DLG5/SPOCK1/TNIK/SORCS3/KALRN/SHANK1/SHANK2/DISC1/PDLIM5/GPER1/PRRT2/PCBP1/CTNND2/SYNPO/SLITRK1/SCRIB/SYN3/RGS7BP/BCR/DAPK1/SCN8A/ARC/INSYN2B/CPEB1/SRCIN1/CLSTN3",53
"GO:0030055","CC","GO:0030055","cell-substrate junction","66/1753","431/19894",6.57171419584401e-06,0.00138836573467182,0.00129541480711256,"EHD3/ARHGAP31/PPP1R12A/COL17A1/RPL31/REXO2/TNS1/RAB10/NOX4/RPL6/RPLP0/PXN/SLC9A1/ICAM1/ITGA6/SORBS1/FERMT1/CORO2B/PIK3R2/ENG/PDLIM1/GIT1/LPXN/CBL/CORO1C/ARPC3/NEDD9/PTK7/IL1RL1/PLAU/LRP1/FLRT3/AIF1L/FLNC/ACTN4/AKAP12/CAP1/LCP1/MDC1/ACTR2/GIT2/MSN/ADAM17/FBLIM1/HSP90B1/MAPRE2/TPM4/PTK2/RPS7/SNTB1/PEAK1/CSPG4/CSRP2/YES1/FES/FHL3/ATP6V0A2/PPP1CC/NHS/ITGBL1/L1CAM/DMD/PPP1CB/EPPK1/HYOU1/ASAP3",66
"GO:0099572","CC","GO:0099572","postsynaptic specialization","55/1753","341/19894",8.30114041657289e-06,0.00138836573467182,0.00129541480711256,"FYN/RNF10/CDH10/CHMP2B/LZTS3/RPL6/RPLP0/ZDHHC2/GRIN2D/CPEB3/GIT1/MPP2/CPEB4/DBN1/KPNA1/STRN/FLRT3/HIP1R/SYT11/DCLK1/LRP4/ARHGAP32/DTNB/PPFIA2/RTN1/CACNG8/IGSF11/TMEM108/ADD3/DLG5/SPOCK1/TNIK/SORCS3/KALRN/SHANK1/SHANK2/DISC1/PDLIM5/GPER1/PRRT2/PCBP1/CTNND2/SYNPO/SLITRK1/SCRIB/SYN3/RGS7BP/BCR/DAPK1/SCN8A/ARC/INSYN2B/CPEB1/SRCIN1/CLSTN3",55
"GO:0032279","CC","GO:0032279","asymmetric synapse","53/1753","329/19894",1.24573663155015e-05,0.0016667956130141,0.00155520383686156,"FYN/RNF10/CHMP2B/LZTS3/RPL6/RPLP0/ZDHHC2/GRIN2D/CPEB3/GIT1/MPP2/CPEB4/DBN1/KPNA1/STRN/FLRT3/HIP1R/SYT11/DCLK1/LRP4/ARHGAP32/DTNB/RTN1/CACNG8/IGSF11/TMEM108/ADD3/DLG5/SPOCK1/TNIK/SORCS3/KALRN/SHANK1/SHANK2/DISC1/PDLIM5/GPER1/PRRT2/PCBP1/CTNND2/SYNPO/SLITRK1/SCRIB/SYN3/RGS7BP/BCR/DAPK1/SCN8A/ARC/INSYN2B/CPEB1/SRCIN1/CLSTN3",53
"GO:0005925","CC","GO:0005925","focal adhesion","63/1753","421/19894",2.19339154607985e-05,0.00244563157387903,0.00228189681899185,"EHD3/ARHGAP31/PPP1R12A/RPL31/REXO2/TNS1/RAB10/NOX4/RPL6/RPLP0/PXN/SLC9A1/ICAM1/ITGA6/SORBS1/FERMT1/CORO2B/PIK3R2/ENG/PDLIM1/GIT1/LPXN/CBL/CORO1C/ARPC3/NEDD9/PTK7/IL1RL1/PLAU/LRP1/FLRT3/AIF1L/FLNC/ACTN4/AKAP12/CAP1/LCP1/MDC1/ACTR2/GIT2/MSN/ADAM17/FBLIM1/HSP90B1/MAPRE2/TPM4/PTK2/RPS7/SNTB1/PEAK1/CSPG4/CSRP2/YES1/FES/FHL3/ATP6V0A2/PPP1CC/NHS/ITGBL1/L1CAM/PPP1CB/HYOU1/ASAP3",63
"GO:0031252","CC","GO:0031252","cell leading edge","63/1753","426/19894",3.16091189655664e-05,0.00302092865542341,0.00281867782655351,"RUFY3/VEZT/ARHGAP31/SH3YL1/CAPG/ROCK1/AMPH/EPB41L3/PXN/SLC9A1/MYO9B/SH3BP1/PLEK2/FERMT1/MTMR9/CADM4/CDK6/COBL/TESK1/PLEKHA1/GIT1/MPP2/CORO1C/ARPC3/NEDD9/WWC1/NRBP1/KCNC4/CXCR4/PSD4/AMOT/AIF1L/PODXL/CLIP1/HIP1R/WASF3/APPL2/LCP1/TLR4/TPM1/SLC39A6/SH3BGRL3/GABRA6/ARHGAP18/ADAM17/JMY/SAMSN1/GPER1/ANTXR1/LDB2/PTPRM/CSPG4/MYO1D/FGD6/SCRIB/ROBO2/SHTN1/PEAR1/NHS/DCTN1/TWF2/ASAP3/RINL",63
"GO:0030018","CC","GO:0030018","Z disc","24/1753","131/19894",0.000440279703407781,0.0368183901974757,0.0343534031737913,"PPP1R12A/FKBP1A/MYL12A/PDLIM1/MYL12B/FKBP1B/PDLIM2/OBSL1/FLNC/ACTN4/FHOD3/ANK3/GGPS1/PDLIM5/CAVIN4/KRT19/SYNPO/CSRP2/FHL3/SCN5A/SCN8A/RYR2/DMD/FRG1",24
"GO:0005938","CC","GO:0005938","cell cortex","45/1753","309/19894",0.0005642007234177,0.0419389204407157,0.0391311145013679,"LAMC2/RIMS1/RAB10/PXN/OSBPL8/MYO9B/SH3BP1/CALB1/COBL/CORO1C/RIC8B/NEDD9/FGF1/DBN1/RTKN/NRBP1/CLIP4/MYL12B/PDLIM2/GIPC1/SEPTIN6/ACTN4/CLIP1/HIP1R/AKAP12/CAP1/ARHGAP32/UNC13C/SPTBN5/FNBP1L/ACTR2/TCHP/OSR1/EXOC6B/ADD3/FMN2/GPSM1/TPM4/PTK2/KRT19/MYO1D/PARD6G/CRIP2/ARC/DCTN1",45
"GO:0003779","MF","GO:0003779","actin binding","72/1733","434/18522",1.09936350517327e-06,0.00118951131259748,0.00115143861857621,"TMSB10/CAPG/CTNNA2/PFN2/CAMSAP3/TNS1/EPB41L3/EPB41L1/FXYD5/SORBS1/MYO9B/DAAM1/FERMT1/PLS3/CORO2B/COBL/PDLIM1/CORO1C/ARPC3/PHACTR1/DBN1/PDLIM2/CXCR4/GIPC1/PLEKHG3/AIF1L/FLNC/AFDN/ACTN4/MAP1S/HIP1R/CAP1/WASF3/FHOD3/LCP1/LIMD2/SPTBN5/ACTR2/TPM1/CGN/TAGLN3/KLHL3/MSN/ADD3/TAGLN/PSTPIP2/JMY/UTRN/IMPACT/FMN2/TMSB15B/FMNL3/PDLIM5/MAP1A/TPM4/PTK2/ANTXR1/MYO7B/PRKCE/SYNPO/SNTB1/MYO1D/PAWR/HCLS1/FHL3/ESPN/SHTN1/MYBPC1/DMD/TWF2/ANXA8/FRG1",72
"GO:0017124","MF","GO:0017124","SH3 domain binding","26/1733","122/18522",5.12338522277044e-05,0.0277175140551881,0.0268303594560873,"ARHGAP31/FUT8/DOCK3/SH3BP1/CNTNAP1/CBL/CBLB/SOS1/CIT/DOCK4/HIP1R/SH3BP5/KHDRBS3/PTPN22/OSTF1/ADAM19/MVB12A/ADAM17/ELMO1/SHANK1/SHANK2/HCLS1/ESPN/SH3BGRL2/ARHGAP27/PLSCR3",26
